country,sic_division,n_segments,scope1_total,scope2_total,scope3_total,scope23_total,scope123_total,share_scope1,share_scope2,share_scope3
COL,"Transportation, Communications, Electric, Gas and Sanitary service",17,2.3100943355560005e6,11769.603670884844,2.1239233587572067e6,2.1356929624280916e6,4.445787297984092e6,0.5196142281938444,0.002647360946894981,0.4777384108592608
COL,"Finance, Insurance and Real Estate",14,3263.944361805916,5820.198798091783,512002.10836869315,517822.30716678494,521086.25152859086,0.006263731488273262,0.011169357819398236,0.9825669106923285
DEU,Manufacturing,99,3.949891550520611e7,2.129480461252858e7,2.1168038537499142e8,2.3297518998752e8,2.724741054927261e8,0.1449639239434463,0.07815349856464457,0.7768825774919093
DEU,"Transportation, Communications, Electric, Gas and Sanitary service",30,1.5697028418052197e7,3.4075127114837617e6,7.374380840902266e7,7.715132112050642e7,9.284834953855862e7,0.16906093103500391,0.036699766106975,0.794239302858021
DEU,Wholesale Trade,5,7.155955341583252e6,223156.90233828817,6.705592475165049e6,6.928749377503336e6,1.4084704719086587e7,0.5080656985223134,0.015843917695759845,0.47609038378192675
DEU,Services,11,5.349543942932129e6,370515.306259683,7.100303849894458e6,7.470819156154142e6,1.282036309908627e7,0.4172693005327907,0.028900531396500798,0.5538301680707085
DEU,Retail Trade,5,25375.4638671875,44434.1262520062,1.9413414346669926e6,1.985775560918999e6,2.0111510247861864e6,0.012617383555213248,0.02209387843298848,0.9652887380117983
DEU,"Finance, Insurance and Real Estate",29,281576.8442707062,469929.1997674384,9.93740899858204e6,1.040733819834948e7,1.0688915042620186e7,0.026342883552537145,0.04396416267635,0.9296929537711128
DNK,Manufacturing,24,126583.64298152924,141458.98224281135,9.46036322512979e6,9.601822207372602e6,9.728405850354131e6,0.013011755978182321,0.014540818343599635,0.9724474256782181
DNK,"Transportation, Communications, Electric, Gas and Sanitary service",5,3.0502888312500715e6,28637.890871917407,3.5129618946633628e6,3.54159978553528e6,6.591888616785351e6,0.4627336729390306,0.004344413647857292,0.5329219134131122
DNK,"Finance, Insurance and Real Estate",7,2533.9742755889893,6120.675166552985,569244.8635060966,575365.5386726497,577899.5129482386,0.004384800849998212,0.010591244722334974,0.9850239544276668
