FACTSET_ENTITY_ID,ISO_COUNTRY,YEAR,g_S3_est,SALES,g_S3_CDP_c
002V58-E,FIN,2015,3.729429747745431e6,5563.562146601066,2.542185466017992e6
05HX7G-E,FIN,2015,1.4458811790438711e6,1640.1885779448608,370441.4313237841
05HXKW-E,FIN,2015,1.5291096304141372e6,1969.404733009993,563715.4819632701
05KSLM-E,FIN,2015,550932.8402530111,625.90074149262,275.801520036639
063XQ2-E,FIN,2015,54582.366664731315,221.67389747885966,3482.419400515371
05LP7T-E,FIN,2015,5.896740261992899e6,6132.91422137951,2.1989424802652574e6
05JTW6-E,FIN,2015,680418.933250587,1042.6098835066805,119992.19693976133
05HHKF-E,FIN,2015,8.016599376695968e6,4673.76844330581,1300.9706613826613
000RCG-E,FIN,2015,3.6781441438954314e6,10213.927008458182,1.3916828813884568e6
002CKG-E,FIN,2015,978554.0830384851,2305.116233228578,272248.99538271193
05HX0F-E,FIN,2015,1.537148549840776e6,3823.62607991139,1.6475340985840044e6
05HZJ9-E,FIN,2015,388968.59671663994,911.741267778174,733867.2619233255
0DH64Z-E,FIN,2015,630978.527335327,1396.7105516798642,418305.81245695095
05HJM0-E,FIN,2015,2.3134068404333983e6,3423.8774001877664,2.95661185061889e6
05J0K7-E,FIN,2015,525609.8105833065,593.09889138069,7384.076315525015
05HZ28-E,FIN,2015,5.4611744340127185e6,7313.940130197656,2.859818678385561e6
05J0B1-E,FIN,2015,412412.0242707501,686.5482670938712,7686.562937088747
05HZWM-E,FIN,2015,1.491187353682459e6,1942.8278863407995,5.51471753518727e6
05HMFJ-E,FIN,2015,217424.8904236326,1148.6533245297403,5060.627301201665
05HXDY-E,FIN,2015,309205.8263619745,1281.2852708741216,69734.01610696988
05HZ7G-E,FIN,2015,200789.11961350933,584.6320000000001,2662.6539960053824
05HZJX-E,FIN,2015,54518.82202096664,179.84977474166618,81.7757157268811
05HYXL-E,FIN,2015,1.6435220260306923e6,4428.404798563498,23783.71072803713
001YMJ-E,FRA,2015,1.15616350198122e7,18599.42643639963,7.464937839626644e6
05HG4G-E,FRA,2015,2.5132383754144225e7,42187.12555344727,109652.19027112266
005M9Z-E,FRA,2015,4.820156277513846e6,29447.858425594266,3.616361330818859e6
05H41J-E,FRA,2015,8.877882004717054e6,14158.037430406257,879343.8393595995
05HGJH-E,FRA,2015,3.8418713388830973e6,9319.643043117088,8.63619897456135e6
002X73-E,FRA,2015,9.549701938662903e6,33251.12417319066,2.247639270206086e6
05HWRW-E,FRA,2015,733077.7464977688,1878.5728764580463,85677.09133521328
05HZN9-E,FRA,2015,1.6443185254564132e6,3348.0360483296427,19367.12334567371
0011MS-E,FRA,2015,5.277321128580489e6,37841.893256014904,1.2121978233188244e6
05HFTC-E,FRA,2015,7.1540102432556255e6,20686.86693950567,2.5712166250586393e6
05HX6D-E,FRA,2015,1.3708070378448071e6,3695.7018143295295,101455.12230266332
05HHFX-E,FRA,2015,2.93817756444882e6,11082.263909670142,1.5737681785308886e6
05HK8H-E,FRA,2015,3.0345042668191325e6,12310.702682500418,4.0460311590739563e6
064R06-E,FRA,2015,1.124276695680533e6,3735.0540932816693,1.1806976685710822e6
05HYYK-E,FRA,2015,374853.6144313039,826.4581657806045,83030.83326826697
05H41M-E,FRA,2015,1.435522396622973e6,5203.751469701891,20145.701794458026
05GJN3-E,FRA,2015,1.3883531217454111e7,44122.5702249964,6.120227340556424e6
05HDYJ-E,FRA,2015,9.362848037402708e6,34724.446379475965,1.0585986571582103e7
05HDZS-E,FRA,2015,364266.4329607495,1685.463323899334,69473.65847981296
05HHCW-E,FRA,2015,2.308292947862762e7,57870.69411559587,1.4305200459181815e7
0655BR-E,FRA,2015,6.427488680614998e6,13606.672581585293,1.610775646829083e6
0024DP-E,FRA,2015,9.528514068043163e6,22654.016441332606,5.9788805999171315e6
05HFMC-E,FRA,2015,5.490501526512794e6,12985.312833801509,59515.24191565368
002KZL-E,FRA,2015,1.257479708251586e6,4931.614668022029,863691.0763781454
05HWZ3-E,FRA,2015,26174.215007311323,810.718867153937,130385.70522097162
070ZLB-E,FRA,2015,59976.35370687816,830.1483701789331,205004.3563571619
003K9V-E,FRA,2015,1.6356404349829874e6,5988.14881613607,179914.12530508288
05HDYF-E,FRA,2015,4.0155533052341323e6,14836.513853127557,7.554803801109846e6
000VF7-E,FRA,2015,4.864618446936342e6,11441.189252095977,448920.498830484
05HFMZ-E,FRA,2015,1.5493784183931968e6,5203.875036997383,1.8014502946425278e6
05ZKN9-E,FRA,2015,1.1497159894702088e7,23531.24210549845,741003.8984064384
05J2MP-E,FRA,2015,63137.53711957423,690.5853786539301,105.48060087890784
08V0XH-E,FRA,2015,324220.9005969865,854.191796971583,29342.959531694498
001H2S-E,FRA,2015,97799.07318841218,1433.1609909814943,16748.13209506161
002G6H-E,FRA,2015,565920.7280646467,7269.745342642194,120681.16067511427
05HZTV-E,FRA,2015,188398.61034211185,2114.3132648001992,130842.1520937352
001G7R-E,FRA,2015,284524.6061084297,1709.3040195495648,433246.4137589205
003PTZ-E,FRA,2015,96863.86946081102,915.1416766061122,13906.448906542586
05HZVD-E,FRA,2015,56189.12511902043,1139.960967881783,2162.53442938347
0028BD-E,FRA,2015,1.1895895720211475e6,19592.244,42911.18883720855
05FWBG-E,FRA,2015,616537.0152423286,10570.953354447262,49694.25690297525
05G3GH-E,FRA,2015,138019.69513410906,2089.215,3219.7810623584655
06GTV0-E,FRA,2015,245976.09151371696,3819.159000000001,11510.810097170921
001VPR-E,FRA,2015,1.044843018739452e7,76421.94632418547,46196.95617326905
05GNMJ-E,FRA,2015,4.015934445581829e6,26495.827999999998,5910.725381208822
05HWRV-E,FRA,2015,24798.358374703592,444.1420743597082,234.42522528021357
004175-E,FRA,2015,277078.70916625723,4080.4712843701996,8145.114170701591
05HWK3-E,FRA,2015,445777.36688803486,2495.2468904129255,5197.711351985493
05HZLW-E,FRA,2015,228859.65382143419,1388.7376071720769,8601.449501855463
000VLZ-E,GBR,2015,7.11537378520816e6,29857.4509691893,1.5070770077641332e6
